id	filename	md5	size	state
496d45b3-084c-45ea-8975-da8903d89238	496d45b3-084c-45ea-8975-da8903d89238.vep.vcf.gz	123f68c2add7204d0b0226b4fe80f265	216045	live
6b5fd46e-fb62-4178-b8e8-913db47c3ae6	jhu-usc.edu_LUAD.HumanMethylation27.4.lvl-3.TCGA-38-4626-01A-01D-1205-05.gdc_hg38.txt	fdc8e86e04a08a359a3cf22675ff903e	9951128	live
beef9835-291b-40c6-a618-d8e11b6cb3c3	beef9835-291b-40c6-a618-d8e11b6cb3c3.vep.vcf.gz	1017cd5108137a54bad7b7e0f409ae85	1179488	live
6aae6a0c-001a-45a9-bea4-568cc1f92e19	nationwidechildrens.org_biospecimen.TCGA-55-6985.xml	98ba02bdc93168ec28b033ef6810af60	71024	live
e9aeb554-55bd-4c77-a91b-e2943e58cfc7	nationwidechildrens.org_biospecimen.TCGA-50-5939.xml	56701e348ded6a78f05b0eeb5f20ce39	80512	live
e4da2896-e2ee-483b-a4b0-ba82c319a980	e4da2896-e2ee-483b-a4b0-ba82c319a980.vcf.gz	3875e3c7793667235542d5528a198124	248938	live
b135fd50-cb4d-4dfc-ae27-77ccafc4c21e	b135fd50-cb4d-4dfc-ae27-77ccafc4c21e.vcf	4145571a2bbc2668d2d49111360cbfaa	228906	live
81cb8964-8e84-44a6-a8be-2fb5a4a729ff	81cb8964-8e84-44a6-a8be-2fb5a4a729ff.vep.vcf.gz	1f70bf1c7ff950798f40ee0b2d92da9f	329329	live
88d92d90-da47-46bb-bdc4-18bf0697a877	88d92d90-da47-46bb-bdc4-18bf0697a877.vcf.gz	23ad104f179dc3fb4df543481c278e58	46260	live
e3722000-c360-4e3d-8388-9025dd64ecae	5b1d889e-c40d-4f58-a4b3-9e9eb0835e86.FPKM-UQ.txt.gz	e9bea55f2f8d79cf4fda69474f0cb85b	518223	live
e49dc383-3844-4447-8aba-d0fa8f28864e	6581cbc8-465e-4c0e-bac7-bdffefec92eb.FPKM-UQ.txt.gz	5daab187d00d72e29429bc998a30c704	538627	live
ffdf38f8-864c-4354-bcb3-83617bbbcff5	eef74b1b-b56d-4c1e-8524-952542b64eb0.htseq.counts.gz	e04083bb84f83d9fa322ebb2fbb94706	255221	live
50dd65ad-2264-4774-9a5a-24967723b5ad	50dd65ad-2264-4774-9a5a-24967723b5ad.vcf.gz	bceb090eb9ad2ecb2ad13adf9ab3b8c1	290306	live
5c2365f8-690e-42de-9b24-aa2732ac79e3	127642.bam	ee40ef86a799708f53145d7eede4e905	315182396	live
1bc8b434-960b-413f-94db-d5e6dd77f627	1bc8b434-960b-413f-94db-d5e6dd77f627.vep.vcf.gz	aec28b085c1ee1c332730d40a5530c38	735916	live
55c73cf0-c456-4ab9-a1cc-2be4b76d24f3	55c73cf0-c456-4ab9-a1cc-2be4b76d24f3.vep.vcf.gz	1921846f40bc40214a15de3ca26c6f80	1285326	live
c27bdbfc-61ef-45d5-8850-99c4e957ec49	GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_F03_902754.grch38.seg.txt	0569845089090a88ca60590aa9141ce2	40771	live
f6aa488a-7edf-44f5-84ca-6822e613a861	nationwidechildrens.org_clinical.TCGA-NJ-A4YI.xml	e196ec20d446dee5227140786ed44a28	34777	live
33ba1fcb-6e92-4813-b384-169c78b0256a	BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_E03_1039758.nocnv_grch38.seg.txt	0909d6cfe9af64e9a8089e1bafe710b7	4128	live
93bce83f-1182-4761-bd39-2b5113c4327f	93bce83f-1182-4761-bd39-2b5113c4327f.vcf.gz	c68beeff7d2390529e788fe5389d7cc7	49682	live
95faa736-5c04-4e5c-9d49-6ba3395b6b89	128954.bam	16d8194b68097b6a5bf7d3b7132c0c54	377993841	live
001d4232-5aa1-4d5a-867b-9d234d9a19c5	001d4232-5aa1-4d5a-867b-9d234d9a19c5.vep.vcf.gz	e7db81ab93f0f738567e3d9c436e9128	334582	live
8cd4ff7b-afee-4646-97dc-cb38654714b3	8cd4ff7b-afee-4646-97dc-cb38654714b3.vcf	6aa7832bd8998a40839d2afb3f144d12	243219	live
b1a6e4f1-012e-4a05-8a9c-0306c0426e62	b1a6e4f1-012e-4a05-8a9c-0306c0426e62.vep.vcf.gz	27c96453c4d731f32b7028a5dbac2663	1746715	live
70fd7ced-c088-4c4e-a4f9-8cd5be80e921	LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_E12_680304.grch38.seg.txt	771ffc2e1aebdbf2bb8b99ce9ede3d05	27175	live
5522f99b-f6e9-46a3-aa25-f035a7fd7397	5522f99b-f6e9-46a3-aa25-f035a7fd7397.vcf.gz	258ba72f79749b07abde238f451ffa0e	84676	live
d7bde926-69f7-49e4-b88b-8ff1aa73df97	jhu-usc.edu_LUAD.HumanMethylation27.1.lvl-3.TCGA-17-Z060-01A-01D-0752-05.gdc_hg38.txt	15a2aaff68e57ee0dfe9ec06aad814f7	9940954	live
6bedf10c-65d5-4385-af43-42902f1a8694	nationwidechildrens.org_clinical.TCGA-MP-A4SY.xml	1d4f974507682ff72e13561e5885be3b	27399	live
b2f37e12-a476-4398-abc0-513757709fc5	BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_B01_1039658.nocnv_grch38.seg.txt	143dd61b144fd15ed59777a717068d94	4836	live
766decd0-fff0-44dc-b0b2-14a40777f07c	766decd0-fff0-44dc-b0b2-14a40777f07c.vep.vcf.gz	9dc81f14fca8971e1f87a2e5d09ad77d	132977	live
0021c193-12bf-4f3c-b7f0-5c0b9c80248a	0021c193-12bf-4f3c-b7f0-5c0b9c80248a.vcf.gz	9e2ed3019b4f422b459e0f985cbbef43	144204	live
84ee1376-9315-4c87-891f-e641328bfb8b	84ee1376-9315-4c87-891f-e641328bfb8b.vep.vcf.gz	ab7678fd64943f0d280ab19ac07ecaae	1539079	live
3665ace5-d397-4762-be1a-88f3c7db3981	132591.bam	48ea9ba919f21e9a75c59c483c058b49	217233853	live
3c76f416-f720-4b8f-a574-7a2502dee2bd	3c76f416-f720-4b8f-a574-7a2502dee2bd.vcf	fe8b2b16da3cd3467d16ba77d1904443	242536	live
d7c55ddb-d9cc-41ab-9155-f93c69774d6a	d7c55ddb-d9cc-41ab-9155-f93c69774d6a.vep.vcf.gz	04af40f6cdcb33d5987862ec58cd6cb9	336596	live
8b4bdf89-2e48-4d23-9ddd-ec9d0bf6db73	C509.TCGA-86-7713-10A-01D-2063-08.1_gdc_realn.bam	5f580893d51cb10cb612a6e7da538a1e	11978280565	live
905d9e21-5b0b-4f1f-b4cf-7dc107ca1531	905d9e21-5b0b-4f1f-b4cf-7dc107ca1531.vep.vcf.gz	669eef7542bdee5384721f0ff783b7f6	1292027	live
dd2c2798-e191-44af-9c29-29d251bbb1be	jhu-usc.edu_LUAD.HumanMethylation450.8.lvl-3.TCGA-55-7816-01A-11D-2168-05.gdc_hg38.txt	ec6825346ee579ceadf85e0bcea1f565	141251532	live
bb8d5dab-76a7-4033-8305-2f7f9d2e5405	C347.TCGA-55-1595-11A-01W-0928-08.5_gdc_realn.bam	5d198b11579b873f01236dad12178ce9	32463171160	live
53fcbbea-9c88-4209-b1c1-3f3ac60374d1	C509.TCGA-64-1679-01A-21D-2063-08.1_gdc_realn.bam	1de126b89cffb508e55788d30f0fe8c4	11418125439	live
df7e9519-49e3-4c72-98ed-9b3367a9073a	df7e9519-49e3-4c72-98ed-9b3367a9073a.vcf.gz	11ddffdd23a0271a5eb9612f8f035f1d	242498	live
3c4e102d-5c5b-4b90-84a0-67b8ee465103	100406a4-d12c-4ae5-b9ed-b6968f02dbe6_gdc_realn_rehead.bam	5b5fc59fc095f2a1571ca2dfbb86e2c1	11206962917	live
f396392b-3d39-466f-88a6-c248adee6357	BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B09_1301010.grch38.seg.txt	112680b6e0cab2a441bfec137d003f66	28756	live
459ffd27-e1c9-49ed-ad54-c2932f9358f1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_H05_1376808.nocnv_grch38.seg.txt	02c5570f1a83f1288ccfb5e046a4db2c	41919	live
a0b03d19-892c-43c1-a9d3-d6b5866a5f2e	nationwidechildrens.org_clinical.TCGA-86-8281.xml	588bb04fbd6675e85565042036f69a18	34346	live
6de93cf2-cdbd-40f1-815e-1b35544f7b26	6de93cf2-cdbd-40f1-815e-1b35544f7b26.vep.vcf.gz	300a5b99c8a4ae6243a25e742d942718	162342	live
6fb398dd-9108-4eb2-b3a7-f832b842031f	6fb398dd-9108-4eb2-b3a7-f832b842031f.vcf.gz	156723a966d061b81681fa8f9b29bf6c	188957	live
c4176e44-6715-43ff-9394-9599047c97d3	b19c16b5-655b-42db-99e4-e3adf183625d.mirbase21.isoforms.quantification.txt	26c58c596965c2fd374ef9814d5da9a3	398210	live
765cbcba-7e46-40a5-a21f-c9747265ead7	765cbcba-7e46-40a5-a21f-c9747265ead7.vcf	3ba99fcee2810e933053f5c68506ebef	385144	live
551d7d5d-35b2-47c7-b259-5ce51b2ff1b9	C509.TCGA-93-7348-10A-01D-2036-08.1_gdc_realn.bam	cc23f7cb428b495b9dadb35ff6815408	7757690911	live
f7ca07db-28eb-450e-a820-bfb99ba230cf	f7ca07db-28eb-450e-a820-bfb99ba230cf.vcf	db0c02ede855289ce1bffb9e5a7b2f0c	526818	live
e5d3ef2e-a675-4073-84f5-743c48f818cb	e5d3ef2e-a675-4073-84f5-743c48f818cb.vep.vcf.gz	bdd4cf8a967251b402a8f48a06ef7b63	217506	live
e32cc16c-f69e-4d73-9aef-846007228da0	C509.TCGA-44-6778-10A-01D-1855-08.2_gdc_realn.bam	8365acd74dadb58bbd0a5c8715e9b6c0	11376648472	live
a085eaf7-b0af-4c76-bdd3-7ab187ea0989	3107533c-054e-463c-b2bc-73ba71ed133a.htseq.counts.gz	6be44271d5bedaa96778056a630dab2c	250618	live
d35e3757-03ff-4293-ad0d-5fbcaef25fee	nationwidechildrens.org_clinical.TCGA-55-8205.xml	de1f2e6737e06fdb5c36d0e7a6287fab	57795	live
89522378-cb9a-4d47-9b7a-29663d63356c	89522378-cb9a-4d47-9b7a-29663d63356c.vcf.gz	499e6b42b3f3fee0d4eac300d34eb445	143315	live
9b891c5c-5b9f-47c4-81f2-89da98bb2941	12d1e7fb-44bc-4007-820d-a85c41d019df.htseq.counts.gz	bd5d44bd809a60ea10bb0e11285d9b12	249253	live
d6be0a15-edfd-41db-83d8-23a49faf4d6d	d6be0a15-edfd-41db-83d8-23a49faf4d6d.vep.vcf.gz	6f9a025265a2098656a9a11a631403c0	1727852	live
7a82c244-4f0f-4aa0-ae49-cc2fdac87913	7a82c244-4f0f-4aa0-ae49-cc2fdac87913.vep.vcf.gz	f68d2e3dd828562a462eae0a5c557d92	244625	live
47cddb61-9727-4ec6-bb65-3f01e3235145	BURST_p_TCGA_b119_SNP_N_GenomeWideSNP_6_D04_787092.grch38.seg.txt	66ff336a7e3d5865bf70b87ce742e893	52015	live
7ce66175-1942-45d7-a223-623e640582d6	7ce66175-1942-45d7-a223-623e640582d6.vep.vcf.gz	ca298ccf024cbf16417d2ddb15cb61f2	426997	live
aeae1faa-408a-45f9-b054-b429b08a0e68	nationwidechildrens.org_biospecimen.TCGA-69-7973.xml	1c81d7bed59366ef1293cbda06ccadcb	55181	live
50d333c1-8532-4e6e-9f16-09e3d321ee15	50d333c1-8532-4e6e-9f16-09e3d321ee15.vcf.gz	2cec017549c58b1fd2646738ea3bc15a	193160	live
163368a6-fc16-4fcc-9c27-6d28ab49d8ff	GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_D08_902796.grch38.seg.txt	21f11a9d234a8c966e6045f00669e6e7	126593	live
dc37aef9-c421-4f17-b62e-919e65d1b13b	dc37aef9-c421-4f17-b62e-919e65d1b13b.vcf	53ae85d1e6051469df11779f3a449788	246279	live
6aa29eba-181e-4d87-869b-86eab58cfcb7	491c7f67-a4c0-4d26-949e-773cb0f123ae.FPKM.txt.gz	92281b666874d4e48309088d58efc6f7	541458	live
11689eba-e4a9-45df-8390-514568845ae1	11689eba-e4a9-45df-8390-514568845ae1.vcf.gz	a0fbc0a535487acc76797940ba756b53	199966	live
29fa3da5-59d1-466f-843e-24623b83ba31	9dd22540-6908-447a-bc26-2da5522f68b6.htseq.counts.gz	99a8e4e0eaddb01b0a1955157518ba9f	250175	live
52a671dc-63db-4206-8754-af01e0860901	ee21d560-0662-4bce-834b-cfe272be139b.mirbase21.isoforms.quantification.txt	11dd9d2de09ba9c619263b4df555becd	306358	live
54eb7c34-6738-4f68-893a-766fc9dadcdf	54eb7c34-6738-4f68-893a-766fc9dadcdf.vcf.gz	377d50049451233abaeea04a9fef6faf	46167	live
3cd3b1af-abe4-446c-83e0-3b80e1606a34	0bf42173-8de0-457d-ad94-81584556c3e6.htseq.counts.gz	8ec7ab1d47cdcf16bb12e3a354db8f0c	253359	live
a24a47a6-47ad-4aa0-9bd0-592f052a2288	nationwidechildrens.org_biospecimen.TCGA-50-5045.xml	0c6e831de3bde15726ff3837c64894e6	64455	live
a0dac232-5da0-4c29-893c-5870c8b9c34c	nationwidechildrens.org_biospecimen.TCGA-44-5644.xml	ddf58122902f3926043d42f0baeb7516	77956	live
71bc4b5f-e733-48ee-879a-476073d22041	71bc4b5f-e733-48ee-879a-476073d22041.vcf	61016417448ebbb7c4ae082621f448b8	501703	live
6d94de45-5f57-407e-9266-54c48ca4912e	6d94de45-5f57-407e-9266-54c48ca4912e.vep.vcf.gz	5bd635cfb40937cb06a414460f65ce41	887567	live
63401e5a-2650-4239-a738-0a7f28cd0455	592b3724-0836-41e9-b4d0-1bce729e7a1f.FPKM-UQ.txt.gz	e686bbbe63aff8c3ea5ce8839a112ffb	527573	live
66805957-eb2f-4a81-b291-6d195c16780f	BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B01_1301002.nocnv_grch38.seg.txt	28765fdf0bae7d236399aaa9f9d3e68f	11050	live
8b4d4f59-b07d-495a-86b7-9c1172cc247a	8b4d4f59-b07d-495a-86b7-9c1172cc247a.vcf.gz	7fdefd18a576db171fb0f68d738dbe40	301221	live
2dc95af1-d5d5-4279-aacf-6905b40b5122	2dc95af1-d5d5-4279-aacf-6905b40b5122.vcf	67236083eaf5489e945360fbcaf197f2	233486	live
0e542c63-c6d7-4fd1-b937-a6680ed43a63	nationwidechildrens.org_biospecimen.TCGA-97-8547.xml	441c44d3e8a87b5030a50c8f1973f44d	55083	live
a1b8e851-b76c-4719-b923-e17b39ee0b0f	c258e44b-44c5-43d7-835e-912049ae12c4.htseq.counts.gz	4836674bb407ac49c8ebd77b4b766c63	252634	live
0d539154-f3d5-472e-b0b9-7c36a04d7c68	f37e4054-0263-412e-aed5-b96939b99d1e.mirbase21.isoforms.quantification.txt	3230feb10181c239c0d96ea22fd65aea	435619	live
47e6f6f4-cc9a-48ef-aa00-a2662311c227	aa5ba703-5bc5-4536-98cd-ab31520d29d7.FPKM.txt.gz	1af39b9358b9fea2301d212df6c31458	489120	live
7865680a-ec60-4371-a2ca-b5d48ad5916b	7865680a-ec60-4371-a2ca-b5d48ad5916b.vep.vcf.gz	a01e21468a460488f674960aad7fcc21	1109878	live
3ded2cc7-e8d8-4ce4-af07-22d3d8578ad1	3ded2cc7-e8d8-4ce4-af07-22d3d8578ad1.vcf.gz	8cc498cb3d2f79f6741f34fad3f61e18	333005	live
e7099e77-5293-4bb3-a650-f6efd64f7814	e7099e77-5293-4bb3-a650-f6efd64f7814.vcf.gz	7ef6311ce614df5b2dc9fe326b14163e	29070	live
2aa3a12c-43ad-4780-8ad0-f1fb943a34c8	b0937926-a768-41bd-80bc-68d4e5743f8c.htseq.counts.gz	782fc729621b020c531da53042d6e6b9	247393	live
165b08c5-8886-4ed8-a7c7-f753a276bd29	PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_H01_1148144.nocnv_grch38.seg.txt	8eaf7af6916d9dfe7037ee4c54fadf07	4096	live
fa6a3fc2-264b-412c-9b13-799da5f26959	7dd3791f-7a65-4eea-9be2-3a0ca83ba46d.FPKM.txt.gz	e045047b06cc8fd1c1f050c81228b7b6	540635	live
6411479e-7146-4dbf-accc-c2790dd1c9bb	6411479e-7146-4dbf-accc-c2790dd1c9bb.vcf.gz	58ae4ce40a5e55db9cb62c00644a4bfd	122514	live
5977a2f1-0ad0-49bd-b4a5-29fd3607d269	5977a2f1-0ad0-49bd-b4a5-29fd3607d269.vcf.gz	b7e574a56b798e4e803663472ed6cce1	36832	live
d909b83e-dcbe-4b9e-9345-915574131f67	d909b83e-dcbe-4b9e-9345-915574131f67.vep.vcf.gz	fecb61bc9dabade4ae4c4e2d5b5a3678	205389	live
bdd08ec7-5b01-4d06-a1fe-cca27bc30196	4f2b6b76-3a34-4cb6-9ec3-e343171ff2c2.FPKM-UQ.txt.gz	de95f9b8edc5a51f262ca0aeed64ee88	509103	live
2745098d-263f-4c67-9490-ecf8b593bc7f	genome.wustl.edu_biospecimen.TCGA-17-Z009.xml	968add9578e85574cf71cad724592dc3	27327	live
7a419c7d-3cbf-4cf8-be3e-d0bf5acefa6e	C509.TCGA-78-7166-01A-12D-2063-08.1_gdc_realn.bam	ad3bb23175846202ee4f862f60ddf318	11111622352	live
27fd476f-8209-4892-888a-05a11ec6c9b3	27fd476f-8209-4892-888a-05a11ec6c9b3.vep.vcf.gz	228f72cc7d8aed5216680a657666ef09	1143995	live
54a3c9da-040b-41e6-adac-e60df8f21fd9	54a3c9da-040b-41e6-adac-e60df8f21fd9.vcf	f3277e4874c28c9fa30415282587833a	227350	live
78a143c7-47c7-4709-9683-365568080bae	1508ab26-4efe-4dd6-a7cb-70a94f46df4a.mirbase21.mirnas.quantification.txt	b50b63749d968c7cd591fcf46edd0a7a	50409	live
0b7f6ad7-c6bb-43d5-a1f1-3e4bee17c7e9	0b7f6ad7-c6bb-43d5-a1f1-3e4bee17c7e9.vcf	b10dfd63069c32a8b850e2f6b5658a6d	254843	live
28ae9e88-3d81-450d-aedd-6e726b5b2cf1	5f9a0d64-96f5-4fc4-ba2c-cf77ed6689f7.mirbase21.isoforms.quantification.txt	a7db6631a2a5599b76bf9346aa7943dc	444073	live
988efc48-7e6c-4a4d-9771-dff58dde6d12	988efc48-7e6c-4a4d-9771-dff58dde6d12.vep.vcf.gz	6ab1e2b109b120096ced8378e1b09150	65282	live
f4862800-0fcd-4cf9-a222-e0cff06f0a2e	3527fae9-3b38-4b95-876d-3b13162d14f2.mirbase21.mirnas.quantification.txt	d8d31b0aad0a662fa88b7b7140890f69	50300	live
0534fb13-6234-4c36-889c-ec49d4045926	79a9dcfc-00e9-4ff4-869b-cde65c296a50.mirbase21.isoforms.quantification.txt	a1906a7c206d5a0c357fd98d7e315c8e	310588	live
3cce8157-25da-4caa-a111-afda60a9f36a	3cce8157-25da-4caa-a111-afda60a9f36a.vcf	442686f4fb40458e9648e365ffedc751	291251	live
f684e378-d2e7-43cd-b7e7-c3d198e496bd	f684e378-d2e7-43cd-b7e7-c3d198e496bd.vep.vcf.gz	66a1f181a6db1106705aa0cec9570e9a	245165	live
9f039312-040e-4268-b5b5-350473f97a94	72e29971-ed6a-41eb-92ee-64e441a5f897.mirbase21.isoforms.quantification.txt	2f21fc14e034ad5dfff6a473ff7f1af6	398829	live
95ef7ee9-5a7b-41b7-b07c-6c7aafed8690	c5e36bd6-82e4-4f9d-82b0-e4e87882c177.mirbase21.isoforms.quantification.txt	b247c63d0b2aaf595893d265c938bc14	442248	live
0436aafd-f1c3-453b-a5fb-85f952bc5c76	jhu-usc.edu_LUAD.HumanMethylation450.13.lvl-3.TCGA-91-8496-01A-11D-2398-05.gdc_hg38.txt	aa9aeaa0146f1ff77f95764918564db2	141270343	live
041541b2-5489-43cf-82bd-4afc84ed5515	041541b2-5489-43cf-82bd-4afc84ed5515.vcf	12da1d36c3bfc6ea24c8fcfe7da67f06	274320	live
f0935173-7e75-4869-b593-a30490aff2e9	nationwidechildrens.org_biospecimen.TCGA-05-5420.xml	09c5c1d45d6953ee2488c7c88994b85b	69931	live
90707d5e-0979-462f-96c2-54f1a9be3dc3	90707d5e-0979-462f-96c2-54f1a9be3dc3.vcf	b5a4f05664188cfded4832299a449ae3	248925	live
cd87b65e-ebe9-4298-b933-39eead940ba9	cd87b65e-ebe9-4298-b933-39eead940ba9.vcf.gz	580533863c1b539fc983221f778a89f1	211765	live
983b47e4-a49b-4112-89ea-7d16ff908940	COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_C06_1051534.nocnv_grch38.seg.txt	58c2a53a9f1387151e453d744e35013d	6880	live
84fdd00f-0e50-4966-a79f-86b40f1d4893	84fdd00f-0e50-4966-a79f-86b40f1d4893.vep.vcf.gz	03b03f619d9b7e857899a5aa313e8eb3	975729	live
d019a2e9-957a-498d-96f5-b596c8500e7a	d019a2e9-957a-498d-96f5-b596c8500e7a.vcf.gz	9ce4e8a09d98e292bc3fe5e6487c85b9	279178	live
52600c79-4d77-434b-965c-ac9a153e6763	nationwidechildrens.org_clinical.TCGA-99-8032.xml	088d873bbaa0c6000e71ba5439109a99	27043	live
aad93c8d-918e-4ee1-8db5-46afb0e52d85	aad93c8d-918e-4ee1-8db5-46afb0e52d85.vcf	607594b608681bfdda490ea0b5d95021	417401	live
af26ea8b-f450-47df-a702-b6d34af8ee29	jhu-usc.edu_LUAD.HumanMethylation450.3.lvl-3.TCGA-44-6147-01B-06D-A276-05.gdc_hg38.txt	70ce1d3af2d1696bb3b631e03c347400	141221753	live
42ee3cb8-03e5-4908-af31-a4a424672eb3	42ee3cb8-03e5-4908-af31-a4a424672eb3.vep.vcf.gz	6383665891369e3f4821d9b9bc0e03dd	1447186	live
bf11a66f-6c03-4723-9c56-6fe502e65e10	17579b7c-6ebd-4da8-9df5-004a69a7ef3d_gdc_realn_rehead.bam	401b33b3795024fe3f30d342b7d53172	4067800706	live
7592794b-1892-4a96-a6c2-759ce6879281	c839556e-515d-4793-9960-0edd0a71a101.htseq.counts.gz	07364abfcec686789e22f55b40da90a5	250622	live
ca55a0ca-241b-4f5a-b98c-388d08597029	C662.TCGA-50-5946-01A-11D-1753-08.4_gdc_realn.bam	7fcb85cb8233e32025664722d18820dc	9847567189	live
83d82af0-8689-46c3-8851-9b6b6686dcd5	83d82af0-8689-46c3-8851-9b6b6686dcd5.vcf.gz	0f244e98a118d92270edbda96dc00df3	113181	live
441c331a-2ffd-4f37-9a83-b62d5e3b106b	C347.TCGA-44-3919-11A-01D-1105-08.7_gdc_realn.bam	06764a17d852e9ff608eba4e5756fbfe	18642321687	live
d40260b5-5f61-4b15-865d-fb08f142f16c	d40260b5-5f61-4b15-865d-fb08f142f16c.vep.vcf.gz	11033635d7e7a6e77cc7f6b15b9b5a9a	1039350	live
f2b1b8e1-6a40-4c81-97a6-1811f9fa52aa	f2b1b8e1-6a40-4c81-97a6-1811f9fa52aa.vep.vcf.gz	16c04fffa746d041c90907ae0b45b1db	1408886	live
a635fd2f-a9df-41a9-ad74-0615d661e011	GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_F02_902784.nocnv_grch38.seg.txt	2f3e8c9fbbe4fd3798103f7c46b87295	5016	live
2a7a996d-89ab-4717-831f-788461559037	4710fc26-1185-4436-b315-db0380bd9080_gdc_realn_rehead.bam	1d9fc5c787d4d2cd89d466229c79d47f	4329136442	live
1860a648-f40c-4f3f-ae31-3f0c24d64570	1860a648-f40c-4f3f-ae31-3f0c24d64570.vep.vcf.gz	20ad8f5be4daae847054bc9f2a5ee554	320475	live
3db2015a-4004-4b06-8613-d64186b9460c	db8de4cb-8797-4b1b-a887-148befcd6da3.mirbase21.mirnas.quantification.txt	6c19de5dfd2751e6876dde01abe63160	50537	live
b279a415-8d8b-4ed8-a699-6d428b2aba8f	jhu-usc.edu_LUAD.HumanMethylation450.3.lvl-3.TCGA-67-4679-01B-01D-1756-05.gdc_hg38.txt	343e570d7f77ca51f431b39905a1aa43	141014073	live
016fda24-9e89-4c5b-a79d-a5bdc9ed1fb6	d1c7aaf0-d4d3-41d9-9c94-21f1ea0afe14.mirbase21.mirnas.quantification.txt	511de0939c1ea96f1b1dc8ddf96dc030	50307	live
7812cfdd-1cc6-4914-a7c2-d92e6f1c4496	7812cfdd-1cc6-4914-a7c2-d92e6f1c4496.vep.vcf.gz	429c3390c76368e0f4ca6a4791cb3b8d	612469	live
3ead6fa2-04d7-4a34-a36e-4f6ff6c519e4	3ead6fa2-04d7-4a34-a36e-4f6ff6c519e4.vep.vcf.gz	04c05ff536493cc399670788b9977d16	631340	live
817cb132-2618-46d4-862b-7e008c5e0465	C509.TCGA-05-5429-10A-01D-1625-08.1_gdc_realn.bam	8cbb5ecaa67fd5281d33e6faa54b420e	8425295191	live
b87b0950-82e5-4cfe-bce1-6faa1557466a	124652.bam	0604ea93658286618f9e6f81e94dad4d	408856213	live
